iter	RMSE
608	0.1577958369
609	0.1573761244
610	0.1573332649
611	0.1570217644
612	0.1567978132
613	0.1562619938
614	0.1557960687
615	0.1554295643
616	0.1551063979
617	0.1548800217
618	0.1548339905
619	0.1544108997
620	0.1539994458
621	0.1539191042
622	0.1536208754
623	0.1535270446
624	0.1532242403
625	0.1531541623
626	0.1528298357
627	0.1525280877
628	0.1521428757
629	0.1520193605
630	0.1516234827
631	0.1512905813
632	0.1510832831
633	0.1506989787
634	0.1503565997
635	0.1501983909
636	0.1501565991
637	0.1500503705
638	0.1495752303
639	0.1494507364
640	0.1490579179
641	0.14879195
642	0.1485222337
643	0.1484445562
644	0.1483766146
645	0.1482157614
646	0.1479753016
647	0.1477028799
648	0.1476038513
649	0.1475197556
650	0.1470486087
651	0.1467477451
652	0.1465298811
653	0.1461661231
654	0.1459770493
655	0.1459394936
656	0.1457012713
657	0.1452444034
658	0.1448942421
659	0.1446530915
660	0.1443754743
661	0.1442357765
662	0.1439139945
663	0.1436110301
664	0.1433553224
665	0.1432983328
666	0.1431452443
667	0.143052282
668	0.1427456227
669	0.1425722232
670	0.142505466
671	0.1421227145
672	0.1420256229
673	0.1415272951
674	0.1413338287
675	0.1412780963
676	0.1412011784
677	0.1408959447
678	0.140544622
679	0.1402296454
680	0.1401008533
681	0.1400283691
682	0.1397368729
683	0.1395840135
684	0.1394524142
685	0.139189028
686	0.1389641982
687	0.1389181724
688	0.1385363876
689	0.1383540823
690	0.1381128005
691	0.1379248568
692	0.1378653339
693	0.1374814245
694	0.1371778199
695	0.1369566516
696	0.1368687837
697	0.1365983832
698	0.1362861053
699	0.136241921
700	0.1358655266
701	0.1358029261
702	0.1355280329
703	0.1353332786
704	0.1352568352
705	0.1350042324
706	0.1345511375
707	0.1342168929
708	0.1339504406
709	0.1336863147
710	0.1332971503
711	0.1330122975
712	0.1328860173
713	0.1326904776
714	0.1324580106
715	0.1323074612
716	0.1320346771
717	0.1316867427
718	0.1315514372
719	0.1313179192
720	0.1311938614
721	0.1311035321
722	0.1307371487
723	0.130416201
724	0.130042645
725	0.1298837193
726	0.129594293
727	0.1295212059
728	0.1294111242
729	0.1293676225
730	0.1291006901
731	0.129030794
732	0.1289900209
733	0.1287138477
734	0.1284964785
735	0.1283032369
736	0.1280759364
737	0.1277323109
738	0.1276573042
739	0.1275491392
740	0.1272904233
741	0.1271934481
742	0.1271173568
743	0.1268988966
744	0.1266374413
745	0.1264750923
746	0.1262236208
747	0.1260430797
748	0.1258482102
749	0.1257122916
750	0.1254551524
751	0.1251826061
752	0.1250672237
753	0.1249943317
754	0.1249561463
755	0.124875805
756	0.1246318942
757	0.124424683
758	0.1243421749
759	0.124197888
760	0.1239730006
761	0.1239619968
762	0.1238593414
763	0.1237191761
764	0.1233692106
765	0.1231122614
766	0.1228139838
767	0.1227497849
768	0.1225770261
769	0.122456089
770	0.1223613694
771	0.1221686343
772	0.1219953453
773	0.1218672542
774	0.1216356492
775	0.1213354503
776	0.1212665427
777	0.1211905978
778	0.120963981
779	0.120697881
780	0.1206774949
781	0.120509606
782	0.1203082052
783	0.1200353233
784	0.1199525603
785	0.1199021064
786	0.1195671847
787	0.1194939227
788	0.1193864721
789	0.1191997121
790	0.1191139155
791	0.1188260203
792	0.1187533647
793	0.1184696828
794	0.1183919417
795	0.1182203001
796	0.1181163877
797	0.1178085753
798	0.117509328
799	0.1174016121
800	0.1173677038
801	0.1173465479
802	0.1172810568
803	0.1170432387
804	0.1167747091
805	0.116756292
806	0.1165449725
807	0.1163897039
808	0.1161675983
809	0.1159146539
810	0.1157171258
811	0.1156883407
812	0.1155777305
813	0.1153586101
814	0.1153065377
815	0.1152290468
816	0.1150987008
817	0.1150485623
818	0.1147484295
819	0.1144813064
820	0.1143828352
821	0.114168058
822	0.1139508335
823	0.1138050211
824	0.1135821415
825	0.1133999242
826	0.11315984
827	0.1129429579
828	0.1128494845
829	0.1126797131
830	0.1124929656
831	0.1123014755
832	0.1121168688
833	0.111942629
834	0.1117148588
835	0.1114775893
836	0.1113015698
837	0.1112254411
838	0.1110776968
839	0.110907639
840	0.1107197295
841	0.110584841
842	0.1104257642
843	0.1103963676
844	0.1101803591
845	0.1101119255
846	0.1099558902
847	0.1098502415
848	0.1097800604
849	0.1096792046
850	0.1096558883
851	0.1095726147
852	0.1093460105
853	0.10917723
854	0.1091464683
855	0.108931454
856	0.1087277251
857	0.1085094545
858	0.1084205933
859	0.1083766077
860	0.1081924646
861	0.1081225001
862	0.1080153451
863	0.1077055368
864	0.1075346505
865	0.1072606007
866	0.1070816968
867	0.1069727265
868	0.1068057068
869	0.1067516141
870	0.1065916015
871	0.1064463334
872	0.1063128982
873	0.1061113635
874	0.1060094368
875	0.1057819595
876	0.1056048702
877	0.1055698258
878	0.1055053202
879	0.1052703155
880	0.1051772877
881	0.1050055068
882	0.1049643919
883	0.1047793393
884	0.1046094142
885	0.104415431
886	0.1042886101
887	0.1040903438
888	0.1039429423
889	0.1037657852
890	0.1036929138
891	0.1036461446
892	0.1035681571
893	0.1034445798
894	0.1033748696
895	0.1031876363
896	0.102987012
897	0.1028703175
898	0.1027621
899	0.1026706637
900	0.1025053126
901	0.1024523595
902	0.1023085691
903	0.1022552363
904	0.1021560497
905	0.1019990155
906	0.1019795461
907	0.1019330227
908	0.1018116461
909	0.1016890955
910	0.1016645241
911	0.1016149411
912	0.1015233731
913	0.1013800887
914	0.101232663
915	0.1009995987
916	0.1008382268
917	0.100701901
918	0.100637825
919	0.1004353471
920	0.1003908304
921	0.1003520176
922	0.1002193718
923	0.1000826927
924	0.09989959986
925	0.09977689383
926	0.09965362805
927	0.09944673809
928	0.09940111115
929	0.09913822718
930	0.09894648045
931	0.09882303354
932	0.098703487
933	0.09863122903
934	0.09855245243
935	0.09842399194
936	0.0982092274
937	0.09803581074
938	0.09797706755
939	0.0978706714
940	0.09781589126
941	0.0976113221
942	0.09757750592
943	0.09736901262
944	0.09723442823
945	0.09717525989
946	0.09700471865
947	0.09693864552
948	0.09679672561
949	0.0966923345
950	0.09649175222
951	0.09632944804
952	0.09622650846
953	0.09607662857
954	0.09602393327
955	0.09595640223
956	0.09592279965
957	0.09585465875
958	0.09574981571
959	0.09568683165
960	0.09559423232
961	0.09545503786
962	0.0953844797
963	0.09533195946
964	0.09518925153
965	0.09502475781
966	0.09488311655
967	0.0948349434
968	0.09478615671
969	0.09466577069
970	0.09459953831
971	0.09448185226
972	0.0943538213
973	0.09428996629
974	0.09414850453
975	0.09409578273
976	0.09405126117
977	0.09392544133
978	0.09380297515
979	0.09375463249
980	0.09367753104
981	0.09352456657
982	0.09347112352
983	0.09346628475
984	0.09342157087
985	0.09338056966
986	0.09320769149
987	0.09320196839
988	0.09315061631
989	0.09298141376
990	0.09288716798
991	0.09279848237
992	0.09272615297
993	0.09259882081
994	0.0925491998
995	0.09239780222
996	0.09222154124
997	0.09215316113
998	0.09211457278
999	0.09194453816
